DeployID,County,DeployDate,DeploymentName,Description,PrimaryMaterial,Tons,Relief,Depth,Jurisdiction,Coast,LatDM,LongDM,latitudes,longitudes,LocationAccuracy
DA0191,Miami-Dade,02/20/2012,Golden Beach Eternal Reefballs Site #13,5 Bay Reefballs Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (5),1,3,43,State,Atlantic,25° 57.771' N,80° 5.884' W,25.96285,-80.09807,High
DA0190,Miami-Dade,07/20/2011,Key Biscayne Connectivity Project Pile A,3 To 5 Ft. Diameter Rock  And Eight 5 Ton Concrete Art Pods (8' X 1.5' And 5' X 3'),ROCK LIMESTONE BOULDERS (133 TONS),173,9,60,Federal,Atlantic,25° 41.808' N,80° 5.275' W,25.6968,-80.08791667,High
DA0189,Miami-Dade,07/18/2011,Key Biscayne Connectivity Project Pile B,3 To 5 Ft. Diameter Rock  And Nine 5 Ton Concrete Art Pods (8' X 1.5' And 5' X 3'),ROCK LIMESTONE BOULDERS (132 TONS),177,5,64,Federal,Atlantic,25° 41.812' N,80° 5.255' W,25.69686667,-80.08758333,High
DA0188,Miami-Dade,07/13/2011,Mercy Connectivity Project Pile B,3 To 5 Ft. Diameter Rock  And Concrete Rubble,ROCK LIMESTONE BOULDERS (120 TONS),175,6,12,State,Atlantic,25° 44.328' N,80° 12.599' W,25.7388,-80.20998333,High
DA0187,Miami-Dade,07/11/2011,Mercy Connectivity Project Pile A,3 To 5 Ft. Diameter Rock  And Concrete Rubble,ROCK LIMESTONE BOULDERS (120 TONS),175,6,12,State,Atlantic,25° 44.339' N,80° 12.610' W,25.73898333,-80.21016667,High
DA0186,Miami-Dade,07/11/2011,Golden Beach Eternal Reefballs Site #12,4 Bay Reefballs And 2 Pallet Balls Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (6),1,4,43,State,Atlantic,25° 57.771' N,80° 5.874' W,25.96285,-80.0979,High
DA0185,Miami-Dade,02/21/2011,Golden Beach Eternal Reefballs Site #11,2 Bay Reefballs And 3 Pallet Balls Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (5),2,4,44,State,Atlantic,25° 57.787' N,80° 5.887' W,25.96312,-80.09812,High
DA0184,Miami-Dade,01/24/2011,Bring Back The Reefs #1,80 Cubic Yards of 3 To 5 Ft Limestone Boulders,ROCK LIMESTONE BOULDERS (80 YDS),100,4,13,State,Atlantic,25° 54.374' N,80° 8.009' W,25.90623333,-80.13348,High
DA0183,Miami-Dade,08/06/2010,2010 School Steps,85 Concrete Pieces:   8'X 4' X 2.5' Steps   3'X 4' X 3' Ramps,CONCRETE STEPS AND RAMPS (85),90,8,24,State,Atlantic,25° 48.891' N,80° 10.146' W,25.81485,-80.1691,High
DA0182,Miami-Dade,06/25/2010,Eagle Scout Reef #2,7 Reefballs (6 Oyster Reefs Balls  1 Lopro Ball)  Funded By Eagle Scouts  Also 6/19/2010,MODULES CONCRETE REEFBALLS  (7),,2,14,State,Atlantic,25° 54.374' N,80° 8.011' W,25.90623333,-80.13351667,High
DA0181,Miami-Dade,06/08/2010,Mercy Ar 2010-Rock,160 Tons of Limerock Boulders-2 To 5 Ft Diameter And 34 Pieces of Concrete,ROCK LIMESTONE BOULDERS (1620 TONS),"1,620",7,13,State,Atlantic,25° 44.330' N,80° 12.531' W,25.73883333,-80.20885,High
DA0180,Miami-Dade,06/03/2010,Mercy Ar 2010-Culverts,34 Pieces of Concrete,CONCRETE RUBBLE (34 PIECES),,7,13,State,Atlantic,25° 44.290' N,80° 12.606' W,25.73816667,-80.2101,High
DA0179,Miami-Dade,03/29/2010,Golden Beach Eternal Reefballs Site #10,6 Bay Reefballs  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (6),2,2,43,State,Atlantic,25° 57.768' N,80° 5.868' W,25.9628,-80.0978,High
DA0178,Miami-Dade,03/25/2010,Two Islands Mitigation,Four Barge Looads  Als0 2/17  2/23 And 3/13  7 500 Cubic Yards,CONCRETE CULVERTS,"10,125",18,38,State,Atlantic,25° 56.950' N,80° 7.725' W,25.94916667,-80.12875,High
DA0177,Miami-Dade,03/08/2010,Dock And Marine 03-2010,80 Cubic Yards of The Remains of Concrete Seawall And Plings,CONCRETE RUBBLE AND PLINGS,108,3,15,State,Atlantic,25° 54.373' N,80° 8.015' W,25.90621667,-80.13358333,High
DA0176,Miami-Dade,05/23/2006,Concrete Pilings-06,About 100 Pieces of 1' X 1' X 3' Long Concrete Pilings ,CONCRETE PILINGS (100),95,6,21,State,Atlantic,25° 48.779' N,80° 10.009' W,25.81298333,-80.16681667,High
DA0175,Miami-Dade,11/30/2005,Eagle Scout Reef,5 Reefballs  Funded By Eagle Scouts,MODULES CONCRETE REEFBALLS  (5),3,4,13,State,Atlantic,25° 54.439' N,80° 8.009' W,25.90731667,-80.13348333,High
DA0174,Miami-Dade,10/14/2005,Met Wreck Barge,200' L X 50' W X 8' H Steel Barge  Private Funded,BARGE METAL 200',,8,23,State,Atlantic,25° 48.840' N,80° 9.830' W,25.814,-80.16383333,High
DA0173,Miami-Dade,12/30/2009,Ophelia Brian Reef,"Steel Freighter  205'L X 34' W X 53' H  Formerly Known As The ""Sea Taxi""  Private Funded",VESSEL METAL 205',900,40,110,Federal,Atlantic,25° 42.346' N,80° 5.148' W,25.70576667,-80.0858,High
DA0172,Miami-Dade,02/20/2009,Golden Beach Eternal Reefballs Site #8,6 Bay Reefballs  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS (6),4,3,43,State,Atlantic,25° 57.757' N,80° 5.871' W,25.96261667,-80.09785,High
DA0171,Miami-Dade,07/29/2008,Rsmas Dock Phase 2,30 Pieces of Concrete Pier From Rsmas Dock  Phase 2,CONCRETE DECK SLABS (30),135,3,17,State,Atlantic,25° 48.860' N,80° 9.919' W,25.81433333,-80.16531667,High
DA0170,Miami-Dade,07/18/2008,Golden Beach Eternal Reefballs Site #7,1 Ultra  2 Pallet  And 6 Bay Reefballs  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (9),9,4,43,State,Atlantic,25° 57.761' N,80° 5.881' W,25.96268333,-80.09801667,High
DA0169,Miami-Dade,06/26/2008,Sonny's Reef,24 Concrete Pilings About 20 Ft Long  Private Donation,CONCRETE PILINGS (24),36,5,18,State,Atlantic,25° 48.868' N,80° 9.919' W,25.81446667,-80.16531667,High
DA0168,Miami-Dade,02/11/2008,Golden Beach Eternal Reefballs Site #6,5 Pallet  And 5 Bay Reefballs  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS (10),8,4,41,State,Atlantic,25° 57.767' N,80° 5.877' W,25.96278333,-80.09795,High
DA0167,Miami-Dade,07/31/2007,Bicentennial Park,8 Barge Loads From 6/25/2007  1-3 Ft Boulders  Mitigation Funded,ROCK LIMESTONE BOULDERS (585 CY),788,7,13,State,Atlantic,25° 44.289' N,80° 12.594' W,25.73815,-80.2099,High
DA0166,Miami-Dade,03/21/2007,5th Street Bridge & Latitude ,2 Barge Loads  Also 3/14/2007 Steel Bridge Materials And Limestone Rock-Mitigation Funded,METAL BRIDGE MATERIALS (20 PIECES),"1,000",10,20,State,Atlantic,25° 48.889' N,80° 9.907' W,25.81481667,-80.16511667,High
DA0165,Miami-Dade,06/22/2006,Bay Harbor Boulder Reef,5 Barge Loads (4 Rock-1 Concrete) From June 15-Mitigation Funded,ROCK LIMESTONE RIP RAP (955 TONS),"1,225",7,13,State,Atlantic,25° 44.275' N,80° 12.589' W,25.73791667,-80.20981667,High
DA0164,Miami-Dade,08/30/2004,Bunnell Barge,Steel Deck Barge   120'L X 34' W X 7'H,BARGE METAL 120',,7,130,Federal,Atlantic,25° 42.378' N,80° 5.000' W,25.7063,-80.08333333,High
DA0163,Miami-Dade,09/15/2007,Neptune Memorial Reef,Bronze And Concrete Sculptures As A Memorial Reef  Phase 1 Began On 1/16/2007,CONCRETE MODULES-SCULPTURES (150),"1,000",20,45,Federal,Atlantic,25° 42.035' N,80° 5.398' W,25.70058,-80.08997,High
DA0162,Miami-Dade,07/10/2009,Golden Beach Eternal Reefballs Site #9,9 Reefballs Various Sizes  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (9),5,4,43,State,Atlantic,25° 57.779' N,80° 5.877' W,25.96298,-80.09795,High
DA0161,Miami-Dade,11/25/2008,Miami River Barge (Zt 202),210' X 35' Foot Hopper Barge Taken From Miami River,BARGE METAL 210',"1,311",17,120,Federal,Atlantic,25° 42.146' N,80° 5.102' W,25.70243,-80.08503,High
DA0160,Miami-Dade,10/10/2008,Dumfoundling Bay -2008 Boulders,1000 Tons of Rock On And Around Seawall Barge (Aka Kmi Barge),ROCK LIMESTONE 1000 TONS,"1,000",20,38,State,Atlantic,25° 56.939' N,80° 7.715' W,25.94898,-80.12858,High
DA0159,Miami-Dade,09/16/2008,Bunnell Seawall,150 Tons of Old Concrete Seawall,CONCRETE RUBBLE ,150,6,19,State,Atlantic,25° 48.841' N,80° 9.943' W,25.81402,-80.16572,High
DA0158,Miami-Dade,04/22/2008,Miami Beach Seawall Barge,100' L X 30' W X 7' H Steel Barge,BARGE METAL 100',171,7,35,State,Atlantic,25° 56.939' N,80° 7.713' W,25.94898,-80.12855,High
DA0157,Miami-Dade,02/05/2008,RSMAS Dock Phase 1,16 Pieces of Concrete Pier From RSMAS Dock,MODULES CONCRETE REEFBALLS  (12),150,5,17,State,Atlantic,25° 48.857' N,80° 9.946' W,25.81428,-80.16577,High
DA0157,Miami-Dade,02/05/2008,RSMAS Dock Phase 1,1 Ultra  6 Pallet  And 5 Bay Reefballs  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (12),9,4,42,State,Atlantic,25° 57.744' N,80° 5.874' W,25.9624,-80.0979,High
DA0156,Miami-Dade,01/19/2007,Golden Beach Eternal Reefballs Site #3,2 Pallet  And 8 Bay Reefballs  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (10),,4,42,State,Atlantic,25° 57.762' N,80° 5.877' W,25.9627,-80.09795,High
DA0155,Miami-Dade,08/14/2006,Golden Beach Eternal Reefballs Site #2,1 Ultra  4 Pallet  And 3 Bay Reefballs  Funded By Eternal Reefs,MODULES CONCRETE REEFBALLS  (12),,4,42,State,Atlantic,25° 57.755' N,80° 5.872' W,25.96258,-80.09787,High
DA0154,Miami-Dade,03/25/2006,Golden Beach Girl Scout Reefballs,Two Sets of Reefballs  2Apallet  4 Bay Amd 4 Mini Balls,MODULES CONCRETE REEFBALLS  (10),,4,42,State,Atlantic,25° 57.785' N,80° 5.870' W,25.96308,-80.09783,High
DA0153,Miami-Dade,03/25/2006,Oleta River Girl Scout Reefballs,Three Sets of Reefballs 2 Pallet  6 Bay And 5 Mini,MODULES CONCRETE REEFBALLS  (13),,4,13,State,Atlantic,25° 54.385' N,80° 8.000' W,25.90642,-80.13333,High
DA0152,Miami-Dade,02/23/2006,Golden Beach Eternal Reefballs Site #1,10 Reefballs Various Sizes  Funded By Eternal Reefs ,MODULES CONCRETE REEFBALLS  (12),,4,42,State,Atlantic,25° 57.755' N,80° 5.870' W,25.96258,-80.09783,High
DA0151,Miami-Dade,01/10/2005,Golden Beach Boulders,Three Piles of Limestone Boulders And 3 Concrete Slabs,ROCK LIMESTONE 860 TONS,860,12,43,State,Atlantic,25° 57.763' N,80° 5.863' W,25.96271667,-80.09771667,High
DA0150,Miami-Dade,05/26/2004,Gimrock 504 Barge,Steel Deck Barge & Concrete Barriers,BARGE METAL 100',,10,248,Federal,Atlantic,25° 42.420' N,80° 4.500' W,25.707,-80.075,High
DA0149,Miami-Dade,03/27/2004,Aluminum Vessel,34' X 11' X 10'  Aluminum Vessel,VESSEL ALUMINUM 34',,10,30,State,Atlantic,25° 56.915' N,80° 7.782' W,25.94858333,-80.1297,High
DA0148,Miami-Dade,10/28/2003,Dema Trader,"165 Ft Ship The ""Dema Trader""",VESSEL METAL 165',,34,80,Federal,Atlantic,25° 42.218' N,80° 5.215' W,25.70363333,-80.08691667,High
DA0147,Miami-Dade,04/29/2003,Princess Britney,"165 Ft Ship The ""Princess Britney""  Us Customs Seizure",VESSEL METAL 165',,25,88,Federal,Atlantic,25° 42.029' N,80° 5.210' W,25.70048333,-80.08683333,High
DA0146,Miami-Dade,10/09/2002,Pascagoula,Steel Deck Barge Donated By Gimrock Corporation,BARGE METAL 120',,10,150,State,Atlantic,25° 49.120' N,80° 4.897' W,25.81866667,-80.08161667,High
DA0145,Miami-Dade,08/14/2002,Cleve Jones  Sr.,"232' Steel Freighter Called ""Jupiter Star""  Atlantic Game Fish Foundation",VESSEL METAL FREIGHTER 232',,,155,State,Atlantic,25° 48.975' N,80° 4.890' W,25.81625,-80.0815,High
DA0144,Miami-Dade,04/23/2002,Steel Deck Barge,Steel Deck Barge With 3 Cylindrical Pilings,BARGE METAL 120',,9,111,State,Atlantic,25° 49.360' N,80° 5.063' W,25.82266667,-80.08438333,High
DA0143,Miami-Dade,02/01/2002,Tacoma,Steel Freighter With Concrete Pipes And Benches Inside Customs Seizure),VESSEL METAL FREIGHTER 165',,35,120,Federal,Atlantic,25° 42.010' N,80° 5.067' W,25.70016667,-80.08445,High
DA0142,Miami-Dade,07/13/2001,Brandywine,135 Ft Freighter Seized By Us Customs  One of Three Sunk This Day,VESSEL METAL 135',,,145,Federal,Atlantic,25° 41.990' N,80° 4.952' W,25.69983333,-80.08253333,High
DA0141,Miami-Dade,07/13/2001,Miguana,100 Ft Freighter Seized By Us Customs  One of Three Sunk This Day,VESSEL METAL FREIGHTER 100',,,138,Federal,Atlantic,25° 41.963' N,80° 4.962' W,25.69938333,-80.0827,High
DA0140,Miami-Dade,07/13/2001,Etoile De Mer,80 Ft Freighter Seized By Us Customs  One of Three Sunk This Day,VESSEL METAL FREIGHTER 80',,,131,Federal,Atlantic,25° 41.970' N,80° 4.990' W,25.6995,-80.08316667,High
DA0139,Miami-Dade,05/30/2001,Miss Lucy,40 Ft Steel Tugboat Placed By Derm,VESSEL METAL TUGBOAT 40',,18,224,Federal,Atlantic,25° 41.333' N,80° 4.573' W,25.68888333,-80.07621667,High
DA0138,Miami-Dade,04/05/2001,Spirt Of Hemingway Boat,Steel Sailboat Without Mast By Derm,VESSEL METAL SAILBOAT 68',,15,244,Federal,Atlantic,25° 42.572' N,80° 4.520' W,25.70953333,-80.07533333,High
DA0137,Miami-Dade,12/15/2000,Mary Star Of The Sea,138 Feet Ship  Sunk And Salvaged  Two Pieces Put In Deer Water  Also .345/.705,VESSEL METAL 138',,,210,Federal,Atlantic,25° 42.548' N,80° 4.509' W,25.70913333,-80.07515,Medium
DA0136,Miami-Dade,05/30/2000,Captain Henry,90 Ft Steel Ship Placed By Derm,VESSEL METAL 90',,20,370,Federal,Atlantic,25° 43.624' N,80° 4.987' W,25.72706667,-80.08311667,Medium
DA0135,Miami-Dade,03/31/2000,Gimrock Barges,195 Foot Long Barge With Scrap  Steel From Another Barge Inside,BARGE METAL 195',,,165,Federal,Atlantic,25° 42.437' N,80° 4.870' W,25.70728333,-80.08116667,Medium
DA0134,Miami-Dade,02/28/2000,Paraiso Ship,115 Feet Steel Freighter Sunk By Derm,VESSEL METAL 120',,22,76,Federal,Atlantic,25° 42.092' N,80° 5.238' W,25.70153333,-80.0873,Medium
DA0133,Miami-Dade,00/00/1999,Timothy Allen Reed Reef,80 Feet Barge Sunk By Derm,BARGE METAL 80',,10,65,State,Atlantic,25° 54.504' N,80° 5.428' W,25.9084,-80.09046667,Medium
DA0132,Miami-Dade,07/30/1999,Carmen,45 Ft Steel Hulled Tugboat Placed By Derm,VESSEL METAL TUGBOAT 45',,20,65,State,Atlantic,25° 54.533' N,80° 5.437' W,25.90888333,-80.09061667,Medium
DA0131,Miami-Dade,05/30/1999,Bal Harbor Mitigation Modules Reef,176 Derm Concrete Modules,MODULES CONCRETE DERM (176),,5,68,State,Atlantic,25° 54.165' N,80° 5.393' W,25.90275,-80.08988333,Medium
DA0130,Miami-Dade,04/30/1999,Bal Harbor Mitigation Boulder Reef,5 000 Tons of Limestone Boulders Placed By DERM,ROCK LIMESTONE 5000 TONS,"5,000",10,68,State,Atlantic,25° 54.134' N,80° 5.393' W,25.90223333,-80.08988333,Medium
DA0129,Miami-Dade,01/31/1999,Larsen Barge,60 Ft Steel Deck Barge Placed By Derm,BARGE METAL 60',,7,45,State,Atlantic,25° 48.702' N,80° 5.452' W,25.8117,-80.09086667,Medium
DA0128,Miami-Dade,08/27/1998,Gimrock/Atlas Recycling Barge,"195Lx35Wx19H Foot Steel Barge  Called ""Gimrock/Atlas Recycling Barge""",BARGE METAL 195',,19,112,State,Atlantic,25° 49.225' N,80° 5.065' W,25.82041667,-80.08441667,High
DA0127,Miami-Dade,08/26/1998,Hav Parker Iii Barge,120Lx40Wx9H Feet Deck Barge  Called Hav Parker Iii Barge,BARGE METAL 120',,9,70,Federal,Atlantic,25° 41.820' N,80° 5.233' W,25.697,-80.08721667,High
DA0126,Miami-Dade,07/28/1998,Scott Mason-Chaite,"297 Foot Ship The ""Scott Mason-Chaite""  Formally The ""Ocean Freeze""",VESSEL METAL 297',,90,240,Federal,Atlantic,25° 23.086' N,80° 7.098' W,25.38476667,-80.1183,High
DA0125,Miami-Dade,06/30/1998,South Beach Reef,6 Sets  4 Tetrahedrons  2 Rock  Combined With ofmas-048,MODULES CONCRETE SOLID TETRAHEDRONS 260,513,8,15,State,Atlantic,25° 46.005' N,80° 7.700' W,25.76675,-80.12833333,Medium
DA0124,Miami-Dade,06/16/1998,Augie Ferignno Ship,"Formally The ""Rex  Bear""  3.69 Miles Form ""M"" Buoy",VESSEL METAL 273',,80,226,Federal,Atlantic,25° 42.482' N,80° 4.633' W,25.70803333,-80.07721667,High
DA0123,Miami-Dade,06/07/1998,South Beach Reef,6 Sets  4 Tetrahedrons  2 Rock  Combined With ofmas-084,MODULES CONCRETE SOLID TETRAHEDRONS 260,513,8,15,State,Atlantic,25° 46.000' N,80° 7.700' W,25.76666667,-80.12833333,Medium
DA0122,Miami-Dade,06/27/1997,Water Tower Reef,65 Feet Tall Water Tower On Steel Barge  Fell off During Deployment,METAL WATER TOWER,,65,170,State,Atlantic,25° 49.503' N,80° 4.832' W,25.82505,-80.08053333,Medium
DA0121,Miami-Dade,06/25/1997,SMZ Buoy Reef NW,540 Tons of 3 To 6 Foot Boulders & 10 Derm Modules 1st of 2 Drops,ROCK LIMESTONE,607,6,38,Federal,Atlantic,25° 42.017' N,80° 5.518' W,25.70028333,-80.09196667,High
DA0120,Miami-Dade,06/25/1997,SMZ Buoy Reef SW,540 Tons of 3 To 6 Foot Boulders & 10 Derm Modules 2nd of 2 Drops,ROCK LIMESTONE,607,6,38,Federal,Atlantic,25° 41.317' N,80° 5.517' W,25.68861667,-80.09195,High
DA0119,Miami-Dade,06/06/1997,Betek AR Pen Ship,70 Ft Steel Ship  Dive Boat  Non Grant,VESSEL METAL 70',,15,110,State,Atlantic,25° 49.353' N,80° 5.113' W,25.82255,-80.08521667,Medium
DA0118,Miami-Dade,02/28/1997,St Henry Express,120 Ft Steel Freighter Placed By Rj Diving,VESSEL METAL 120',,20,113,State,Atlantic,25° 49.321' N,80° 5.099' W,25.82201667,-80.08498333,Low
DA0117,Miami-Dade,09/30/1996,Mitigation Reef (B),S. Mitigation Site (B)  120 000 Tons of Limestone  4 Corridors,ROCK LIMESTONE,"100,000",15,47,State,Atlantic,25° 45.051' N,80° 5.760' W,25.75085,-80.096,Medium
DA0116,Miami-Dade,07/31/1996,Mitigation Reef (A),On-Site (A) 650 Derm Modules  3 Pipes Surrounded By Small Limestone,MODULES CONCRETE DERM (650),,5,31,State,Atlantic,25° 46.450' N,80° 6.500' W,25.77416667,-80.10833333,Medium
DA0115,Miami-Dade,01/01/1996,Matthew Lawerance Memorial Reef,"110' Steel Ship ""Matthew Lawerance Memorial Reef""",VESSEL METAL 110',,15,50,State,Atlantic,25° 48.660' N,80° 5.390' W,25.811,-80.08983333,Medium
DA0114,Miami-Dade,06/28/1995,Anchorage Rock Site,3 To 5 Ft. Diameter Rock  Dropped By Large Hopper Barge,ROCK LIMESTONE,"1,085",15,52,State,Atlantic,25° 48.776' N,80° 5.355' W,25.81293333,-80.08925,Medium
DA0113,Miami-Dade,05/01/1995,White Coast Tug,"38' Steel Tug ""White Coast""",VESSEL METAL TUGBOAT 38',,10,68,State,Atlantic,25° 54.526' N,80° 5.406' W,25.90877,-80.0901,Medium
DA0112,Miami-Dade,04/25/1995,Tortuga Ship,"""M/V Tortuga""  165 Feet Long Steel Ship",VESSEL METAL 165',,45,110,State,Atlantic,25° 49.254' N,80° 5.086' W,25.8209,-80.08476667,Medium
DA0111,Miami-Dade,06/29/1994,Anchorage Rock Site 2,400 Tons of Large Limestone Boulders-Crescent Shaped 60' X 125'.,ROCK LIMESTONE,800,11,47,State,Atlantic,25° 48.731' N,80° 5.396' W,25.81218333,-80.08993333,Medium
DA0110,Miami-Dade,06/01/1994,US Army Tanks,Two M-60 US Army Tanks,ARMY TANKS (2),,10,48,State,Atlantic,25° 48.680' N,80° 5.480' W,25.81133333,-80.09133333,High
DA0109,Miami-Dade,10/01/1993,Spirt Of Miami Airplane,"727 Jet ""Spirit of Miami""",AIRPLANE  BOEING 727,,12,82,Federal,Atlantic,25° 41.880' N,80° 5.220' W,25.698,-80.087,Medium
DA0108,Miami-Dade,03/30/1993,Sunny Isles Offsite Mitigation Reef,40 Mostkoff Modules & 1450 Tons of Limestone (Anchorage Site),MODULES CONCRETE DERM (40),,5,67,State,Atlantic,25° 54.472' N,80° 5.386' W,25.90786667,-80.08976667,Medium
DA0107,Miami-Dade,03/05/1993,Haulover Modules Site,Modules Made of Concrete Pipe Surrounded With Natural Limestone.,MODULES CONCRETE DERM (80),"1,856",,68,State,Atlantic,25° 53.373' N,80° 4.616' W,25.88955,-80.07693333,Medium
DA0106,Miami-Dade,07/01/1992,John Maydak Memorial Reef,"250' And 75' Steel Tugs ""John Maydak Memorial Reef""",VESSEL METAL TUGBOAT 50',,10,66,Federal,Atlantic,25° 39.906' N,80° 4.217' W,25.6651,-80.07028333,Low
DA0105,Miami-Dade,00/00/1991,Jet Fighters,Two F-4 Jet Fuselages,AIRPLANES F-4 FIGHTERS (2),,9,80,Federal,Atlantic,25° 22.050' N,80° 7.616' W,25.3675,-80.12693333,Low
DA0104,Miami-Dade,00/00/1991,Concrete Pipe,Concrete Pipe And Rubble,CONCRETE CULVERTS,,,7,State,Atlantic,25° 53.150' N,80° 9.033' W,25.88583333,-80.15055,Low
DA0103,Miami-Dade,00/00/1991,Brickell Area Reef,3370 Tons of Limestone Rock In Bay off Brickell Avenue,ROCK LIMESTONE,"3,370",6,12,State,Atlantic,25° 44.916' N,80° 11.783' W,25.7486,-80.19638333,Low
DA0102,Miami-Dade,00/00/1991,Oleta State Park Reef,2900 Tons of Limestone Boulders,ROCK LIMESTONE,"2,900",2,8,State,Atlantic,25° 54.433' N,80° 8.033' W,25.90721667,-80.13388333,Low
DA0101,Miami-Dade,00/00/1991,San Souci Reef,3611 Tons Limestone Boulders,ROCK LIMESTONE,"3,611",10,25,State,Atlantic,25° 52.866' N,80° 8.450' W,25.8811,-80.14083333,Low
DA0100,Miami-Dade,08/30/1991,Sunny Isles Modules,80 Modules of Three Types M2  Rr And D (On Site Mitigation),MODULES CONCRETE DERM (80),,5,64,State,Atlantic,25° 54.510' N,80° 5.380' W,25.9085,-80.08966667,Medium
DA0099,Miami-Dade,08/01/1991,Belzona Barge,"215' Steel Barge ""Belzona Barge""",BARGE METAL 215',,10,40,Federal,Atlantic,25° 42.066' N,80° 5.350' W,25.7011,-80.08916667,Low
DA0098,Miami-Dade,07/30/1991,Raychel,164 Ship Raychel  Salvaged From Another Area  Three Pieces,VESSEL METAL FREIGHTER 164',,20,185,State,Atlantic,25° 49.212' N,80° 4.763' W,25.8202,-80.07938333,Medium
DA0097,Miami-Dade,07/01/1991,Sunny Isle Pipe,320 Tons of Concrete Pipe,CONCRETE CULVERTS,320,12,68,State,Atlantic,25° 54.565' N,80° 5.397' W,25.90942,-80.08995,Medium
DA0096,Miami-Dade,06/26/1991,Haulover Culverts,320 Tons of Concrete Culverts,CONCRETE CULVERTS,320,,68,State,Atlantic,25° 53.448' N,80° 4.636' W,25.8908,-80.07726667,Low
DA0095,Miami-Dade,06/25/1991,Belzona Three,"100' Steel Tug ""Belzona Three""",VESSEL METAL TUGBOAT 100',,15,85,Federal,Atlantic,25° 41.750' N,80° 5.240' W,25.69583333,-80.08733333,Medium
DA0094,Miami-Dade,06/07/1991,Conception,"150' Steel Freighter ""Conception""",VESSEL METAL 150',,20,71,State,Atlantic,25° 54.562' N,80° 5.397' W,25.90936667,-80.08995,Medium
DA0093,Miami-Dade,02/21/1991,Belzona Two,"90' Steel Tug ""Belzona Two""",VESSEL METAL TUGBOAT 90',,15,60,Federal,Atlantic,25° 41.758' N,80° 5.260' W,25.69596667,-80.08766667,Medium
DA0092,Miami-Dade,11/08/1990,C-One,"120 Navy Steel Tugboat ""C-One""",VESSEL METAL TUGBOAT 120',,33,68,State,Atlantic,25° 54.523' N,80° 5.406' W,25.90871667,-80.0901,Medium
DA0091,Miami-Dade,06/01/1990,Patricia,"65' Steel Tug ""Patricia""",VESSEL METAL TUGBOAT 65',,15,53,State,Atlantic,25° 48.277' N,80° 4.680' W,25.80461667,-80.078,Medium
DA0090,Miami-Dade,05/30/1990,Belzona One,"85' Steel Tug ""Belzona One""",VESSEL METAL TUGBOAT 85',,20,68,Federal,Atlantic,25° 41.750' N,80° 5.220' W,25.69583333,-80.087,Medium
DA0089,Miami-Dade,05/15/1990,Steel Storage Tanks,236 Tons of Concrete Pipe And 30 Steel Tanks With Holes.,CONCRETE CULVERTS,236,,45,State,Atlantic,25° 47.542' N,80° 4.793' W,25.79236667,-80.07988333,Medium
DA0088,Miami-Dade,05/01/1990,Cote Reef,Cote Reef  Concrete Modules  Tanks  Concrete,CONCRETE RUBBLE,,16,45,State,Atlantic,25° 46.503' N,80° 4.451' W,25.77505,-80.07418333,Low
DA0087,Miami-Dade,11/28/1989,Rio Miami,"105' Steel Tug ""Rio Miami""",VESSEL METAL TUGBOAT 105',,30,67,Federal,Atlantic,25° 42.166' N,80° 5.232' W,25.70276667,-80.0872,Medium
DA0086,Miami-Dade,07/01/1989,Concrete Pipe,660 Tons of Concrete Culverts.,CONCRETE CULVERTS,660,8,68,State,Atlantic,25° 52.474' N,80° 4.370' W,25.87456667,-80.07283333,Medium
DA0085,Miami-Dade,06/01/1989,Concrete Pipe,50 Tons Concrete Pipe,CONCRETE CULVERTS,50,4,338,Federal,Atlantic,25° 51.542' N,80° 3.447' W,25.85903333,-80.05745,Low
DA0084,Miami-Dade,06/01/1989,Ostwind,"80' Steel Ship ""Ostwind""",VESSEL METAL 80',,14,275,Federal,Atlantic,25° 46.787' N,80° 3.410' W,25.77978333,-80.05683333,Low
DA0083,Miami-Dade,06/01/1989,Miss Karlline (Karleen),"85' Steel Ship ""Miss Karline""",VESSEL METAL 85',,15,51,Federal,Atlantic,25° 46.772' N,80° 4.334' W,25.77953333,-80.07223333,Low
DA0082,Miami-Dade,03/01/1989,Big Lou,"36' Steel Ship ""Big Lou""",VESSEL METAL 36',,7,55,Federal,Atlantic,25° 39.782' N,80° 4.291' W,25.66303333,-80.07151667,Low
DA0081,Miami-Dade,00/00/1988,Leon's Barge,"100 Foot Barge Called ""Leon's Barge"" (In Deloach 1997)",BARGE METAL,,12,50,State,Atlantic,25° 46.682' N,80° 4.372' W,25.77803333,-80.07286667,Low
DA0080,Miami-Dade,10/01/1988,Hugo's April Fool,"115' Steel Ship ""Hugo's April Fool""",VESSEL METAL 115',,20,145,Federal,Atlantic,25° 22.027' N,80° 7.823' W,25.36711667,-80.13038333,High
